year,quarter,region,city,district,prop_type,prop_type_en,prop_class,prop_class_en,deed_count,total_price,area_m2,avg_ppm2,max_ppm2,min_ppm2
2024,2,الرياض,الرياض,ثليم,أرض,land,تجاري,commercial,1,35000000.0,5515.87,,,
2024,2,الرياض,الرياض,ثليم,أرض,land,سكني,residential,5,3270451.0,618.7,,,
2024,2,الرياض,الرياض,ثليم,عمارة,building,سكني,residential,1,625000.0,250.0,,,
2024,2,الرياض,الرياض,جرير,أرض,land,تجاري,commercial,2,4600000.0,1299.34,,,
2024,2,الرياض,الرياض,جرير,أرض,land,سكني,residential,16,23007360.0,5858.37,3790.70284895467,6090.5,2800.0
2024,2,الرياض,الرياض,جرير,شقة,apartment,سكني,residential,10,8147005.41,1321.69,5888.37039839688,6382.15,5276.41
2024,2,الرياض,الرياض,جرير,عمارة,building,سكني,residential,1,3162500.0,575.0,,,
2024,2,الرياض,الرياض,جرير,فيلا,villa,سكني,residential,1,1000000.0,485.0,,,
2024,2,الرياض,الرياض,حطين,أرض,land,تجاري,commercial,8,576420000.0,42765.5,14899.0718774712,15333.33,10800.0
2024,2,الرياض,الرياض,حطين,أرض,land,سكني,residential,13,107447907.0,14150.195,6138.06037490223,9308.15,2599.63
2024,2,الرياض,الرياض,حطين,شقة,apartment,سكني,residential,140,181444008.02,20737.38,8999.93860639889,9974.06,8186.95
2024,2,الرياض,الرياض,حطين,فيلا,villa,سكني,residential,23,292446762.0,20640.78,12695.9845381642,14074.0740740741,11000.0
2024,2,الرياض,الرياض,ديراب,أرض,land,زراعي,agricultural,2,1600000.0,5343.6,,,
2024,2,الرياض,الرياض,ديراب,أرض,land,تجاري,commercial,2,1510000.0,1650.0,,,
2024,2,الرياض,الرياض,ديراب,أرض,land,سكني,residential,15,11073369.0,6022.75,1485.09323006311,2222.22,1173.71
2024,2,الرياض,الرياض,ديراب,شقة,apartment,سكني,residential,14,7021103.0,1954.61,3619.23873640601,3778.74,3432.96
2024,2,الرياض,الرياض,ديراب,فيلا,villa,سكني,residential,3,1687461.0,536.16,,,
2024,2,الرياض,الرياض,سكيرينة,أرض,land,تجاري,commercial,2,1040000.0,317.44,,,
2024,2,الرياض,الرياض,سكيرينة,أرض,land,سكني,residential,2,540000.0,178.36,,,
2024,2,الرياض,الرياض,سلطانة,أرض,land,تجاري,commercial,1,1500000.0,500.0,,,
2024,2,الرياض,الرياض,سلطانة,أرض,land,سكني,residential,6,7405000.0,4964.38,1621.92347806092,1794.12,1223.86
2024,2,الرياض,الرياض,سلطانة,شقة,apartment,سكني,residential,1,620000.0,131.07,,,
2024,2,الرياض,الرياض,سلطانة,فيلا,villa,سكني,residential,2,1331961.0,313.49,,,
2024,2,الرياض,الرياض,شبرا,أرض,land,تجاري,commercial,1,9400000.0,6400.0,,,
2024,2,الرياض,الرياض,شبرا,أرض,land,سكني,residential,16,19635686.0,7471.25,2544.6049277825,3174.6,2000.0
2024,2,الرياض,الرياض,شبرا,شقة,apartment,سكني,residential,4,2705000.0,714.87,,,
2024,2,الرياض,الرياض,شبرا,فيلا,villa,سكني,residential,3,2670000.0,823.59,,,
2024,2,الرياض,الرياض,صياح,أرض,land,سكني,residential,3,680624.0,444.89,,,
2024,2,الرياض,الرياض,ضاحية نمار,أرض,land,تجاري,commercial,41,123258338.8,108586.29,1074.61765449239,1856.36,890.8
2024,2,الرياض,الرياض,ضاحية نمار,أرض,land,سكني,residential,185,185506322.2,1234499.88,988.526501862728,1187.82,841.03
2024,2,الرياض,الرياض,ضاحية نمار,شقة,apartment,سكني,residential,14,8589494.0,2344.13,3667.65666842437,4505.75,3195.06
2024,2,الرياض,الرياض,ضاحية نمار,فيلا,villa,سكني,residential,69,71792407.0,35566.34,1791.80760379116,3360.0,1400.0
2024,2,الرياض,الرياض,طويق,أرض,land,تجاري,commercial,31,62536751.0,24053.87,2727.03365311305,3275.0,2500.0
2024,2,الرياض,الرياض,طويق,أرض,land,سكني,residential,100,131295991.67,71702.69,1860.59918184721,2250.0,1466.67
2024,2,الرياض,الرياض,طويق,شقة,apartment,سكني,residential,270,172695087.44,47105.74,3707.25325839441,4328.4,3172.09
2024,2,الرياض,الرياض,طويق,فيلا,villa,سكني,residential,296,321430919.96,87360.025,3933.80087811295,4816.04,3102.66
2024,2,الرياض,الرياض,طيبة,أرض,land,تجاري,commercial,8,29915063.0,32263.63,969.280789333693,1000.0,900.0
2024,2,الرياض,الرياض,طيبة,أرض,land,سكني,residential,45,144043032.0,139454.54,991.876548507446,1400.0,950.0
2024,2,الرياض,الرياض,طيبة,شقة,apartment,سكني,residential,5,2730200.0,836.1,,,
2024,2,الرياض,الرياض,طيبة,فيلا,villa,سكني,residential,27,31138503.83,14476.63,2062.80663185708,3281.66,1650.0
2024,2,الرياض,الرياض,ظهرة البديعة,أرض,land,تجاري,commercial,2,5000000.0,1250.0,,,
2024,2,الرياض,الرياض,ظهرة البديعة,أرض,land,سكني,residential,33,42171516.0,18210.25,2019.14874406342,2700.0,1600.0
2024,2,الرياض,الرياض,ظهرة البديعة,شقة,apartment,سكني,residential,6,3719000.0,835.27,4145.80588493632,4550.88,3234.94
2024,2,الرياض,الرياض,ظهرة البديعة,فيلا,villa,سكني,residential,12,11238022.62,4327.58,2899.00985060305,5148.87,1677.41935483871
2024,2,الرياض,الرياض,ظهرة لبن,أرض,land,تجاري,commercial,35,109824557.0,30553.8,3194.48001053222,3812.5,2500.0
2024,2,الرياض,الرياض,ظهرة لبن,أرض,land,سكني,residential,21,32081890.63,15602.29,2045.1574362338,2727.47,1333.33
2024,2,الرياض,الرياض,ظهرة لبن,شقة,apartment,سكني,residential,166,97819603.49,24279.0082,4285.2250935399,5360.62,3130.24
2024,2,الرياض,الرياض,ظهرة لبن,فيلا,villa,سكني,residential,54,109789095.42,30327.655,3605.40538212028,4625.0,2944.64
2024,2,الرياض,الرياض,عتيقة,أرض,land,سكني,residential,12,7420576.62,2537.43,2249.3548660154,3006.01,1411.76
2024,2,الرياض,الرياض,عتيقة,عمارة,building,سكني,residential,1,410000.0,326.57,,,
2024,2,الرياض,الرياض,عرقة,أرض,land,تجاري,commercial,16,270542246.16,37021.3,6798.17090993036,10347.83,5999.66
2024,2,الرياض,الرياض,عرقة,أرض,land,سكني,residential,18,116663045.74,22831.65,5243.27885801847,6300.0,3400.0
2024,2,الرياض,الرياض,عرقة,شقة,apartment,سكني,residential,16,20197740.0,2546.32,7919.78014826385,8399.18,7503.34
2024,2,الرياض,الرياض,عرقة,فيلا,villa,سكني,residential,29,211357292.3,23083.39,8023.92985157768,10769.23,7000.0
2024,2,الرياض,الرياض,عريض,أرض,land,تجاري,commercial,49,40298000.0,38741.0,933.839567008644,1148.23,777.78
2024,2,الرياض,الرياض,عريض,أرض,land,سكني,residential,588,200760813.0,261480.23,793.769818291212,950.62,641.9
2024,2,الرياض,الرياض,عريض,فيلا,villa,سكني,residential,82,40442055.0,31323.96,1149.31383851961,1238.55,1107.93
2024,2,الرياض,الرياض,عكاظ,أرض,land,تجاري,commercial,7,27111961.25,15319.48,1318.26057980673,1904.76,900.0
2024,2,الرياض,الرياض,عكاظ,أرض,land,سكني,residential,87,100643152.28,84356.38,1268.62867284478,1350.0,1180.0
2024,2,الرياض,الرياض,عكاظ,شقة,apartment,سكني,residential,52,26167700.8,8572.81,3042.86283370616,3684.5,2584.06
2024,2,الرياض,الرياض,عكاظ,فيلا,villa,سكني,residential,275,220946135.85,67643.73,3372.63487561892,3952.33,2895.32
2024,2,الرياض,الرياض,عليشة,أرض,land,تجاري,commercial,2,2750000.0,475.18,,,
2024,2,الرياض,الرياض,عليشة,أرض,land,سكني,residential,2,2030000.0,1002.0,,,
2024,2,الرياض,الرياض,عليشة,فيلا,villa,سكني,residential,3,4950000.0,3611.61,,,
2024,2,الرياض,الرياض,غبيرا,أرض,land,تجاري,commercial,1,86000.0,740.6,,,
2024,2,الرياض,الرياض,غبيرا,أرض,land,سكني,residential,12,5262495.2,2260.57,2214.73495058401,3015.38,1700.68
2024,2,الرياض,الرياض,غبيرا,عمارة,building,سكني,residential,1,1000000.0,199.28,,,
2024,2,الرياض,الرياض,غرناطة,أرض,land,تجاري,commercial,5,273626000.0,83127.0,,,
2024,2,الرياض,الرياض,غرناطة,أرض,land,سكني,residential,7,19327641.27,3751.0,5444.84304932735,5571.43,5400.0
2024,2,الرياض,الرياض,غرناطة,شقة,apartment,سكني,residential,18,16508713.0,2653.13,6530.96467216578,7412.16,5470.71
2024,2,الرياض,الرياض,غرناطة,فيلا,villa,سكني,residential,3,8650000.0,1180.0,,,
2024,2,الرياض,الرياض,قرطبة,أرض,land,تجاري,commercial,8,148040693.04,22150.43,5552.05713295014,6200.0,5300.0
2024,2,الرياض,الرياض,قرطبة,أرض,land,سكني,residential,32,72294798.33,16436.015,4512.67090213809,5400.0,3150.0
2024,2,الرياض,الرياض,قرطبة,شقة,apartment,سكني,residential,270,270838756.14,36207.52,7514.53973611922,8536.59,6217.9
2024,2,الرياض,الرياض,قرطبة,فيلا,villa,سكني,residential,37,89810488.0,13370.64,7174.63725364077,8593.54,6304.23
2024,2,الرياض,الرياض,لبن,أرض,land,تجاري,commercial,36,120785100.0,35701.37,3026.67739742759,3333.33,2500.0
2024,2,الرياض,الرياض,لبن,أرض,land,سكني,residential,70,104455980.55,37211.51,2925.51260877268,3532.0,2133.33
2024,2,الرياض,الرياض,لبن,شقة,apartment,سكني,residential,101,59586425.56,15479.085,4265.36610794228,5214.72,2682.13
2024,2,الرياض,الرياض,لبن,فيلا,villa,سكني,residential,36,59219616.82,11176.09,4888.80476011761,5763.46,4087.14
2024,2,الرياض,الرياض,مطار الملك خالد الدولي,أرض,land,تجاري,commercial,5,4118795.0,1154.77,,,
2024,2,الرياض,الرياض,مطار الملك خالد الدولي,أرض,land,سكني,residential,139,97020087.28,34875.117,2889.14634756698,3524.89,2471.48
2024,2,الرياض,الرياض,مغرزات,أرض,land,تجاري,commercial,1,125000000.0,3966.44,,,
2024,2,الرياض,الرياض,مغرزات,أرض,land,سكني,residential,3,6790000.0,1184.2,,,
2024,2,الرياض,الرياض,مغرزات,شقة,apartment,سكني,residential,13,13711527.51,1693.05,8593.11382458462,9229.18,7984.29
2024,2,الرياض,الرياض,مغرزات,فيلا,villa,سكني,residential,2,10100000.0,1577.68,,,
2024,2,الرياض,الرياض,منفوحة,أرض,land,تجاري,commercial,1,800000.0,244.0,,,
2024,2,الرياض,الرياض,منفوحة,أرض,land,سكني,residential,61,29638580.0,10294.5,2637.900737089,3815.96,1779.5
2024,2,الرياض,الرياض,منفوحة,عمارة,building,سكني,residential,1,420000.0,91.0,,,
2024,2,الرياض,الرياض,منفوحة الجديدة,أرض,land,تجاري,commercial,1,130000.0,284.7,,,
2024,2,الرياض,الرياض,منفوحة الجديدة,أرض,land,سكني,residential,26,9674999.0,4357.76,1845.11281153491,2875.25,928.87
2024,2,الرياض,الرياض,منفوحة الجديدة,عمارة,building,سكني,residential,3,4350000.0,274.52,,,
2024,2,الرياض,الرياض,نمار,أرض,land,تجاري,commercial,116,213804571.6,182577.49,1165.28804266371,1609.72,1000.0
2024,2,الرياض,الرياض,نمار,أرض,land,سكني,residential,703,493994673.68,466807.21,1126.18978457901,1333.33,972.97
2024,2,الرياض,الرياض,نمار,شقة,apartment,سكني,residential,25,14925977.96,4233.42,3577.03509773707,4184.45,3062.53
2024,2,الرياض,الرياض,نمار,فيلا,villa,سكني,residential,55,62408048.0,22965.02,2691.16703353162,3343.75,2356.62
2024,2,الرياض,الرياض,هيت,أرض,land,تجاري,commercial,2,19800000.0,48980.0,,,
2024,3,الرياض,الرياض,أحد,أرض,land,سكني,residential,15,12007867.76,9991.25,1191.99765573378,1296.2,1076.0
2024,3,الرياض,الرياض,أحد,شقة,apartment,سكني,residential,2,805000.0,341.73,,,
2024,3,الرياض,الرياض,أحد,فيلا,villa,سكني,residential,25,21356087.02,7763.35,2880.35019883699,4072.8,1979.51
2024,3,الرياض,الرياض,أم الحمام الشرقي,أرض,land,تجاري,commercial,5,50833000.0,8382.0,,,
2024,3,الرياض,الرياض,أم الحمام الشرقي,أرض,land,سكني,residential,44,69440500.0,10612.24,5500.72719717432,7500.0,3750.0
2024,3,الرياض,الرياض,أم الحمام الشرقي,شقة,apartment,سكني,residential,1,890000.0,74.24,,,
2024,3,الرياض,الرياض,أم الحمام الشرقي,فيلا,villa,سكني,residential,9,25740000.0,2956.26,9097.22570431867,9695.5,8603.14
2024,3,الرياض,الرياض,أم الحمام الغربي,أرض,land,تجاري,commercial,2,7925000.0,1248.56,,,
2024,3,الرياض,الرياض,أم الحمام الغربي,أرض,land,سكني,residential,12,17220723.26,5027.18,3998.18423278029,5000.0,2480.0
2024,3,الرياض,الرياض,أم الحمام الغربي,شقة,apartment,سكني,residential,1,890000.0,74.24,,,
2024,3,الرياض,الرياض,أم الحمام الغربي,فيلا,villa,سكني,residential,1,1120000.0,170.16,,,
2024,3,الرياض,الرياض,أم سليم,أرض,land,سكني,residential,1,260000.0,50.0,,,
2024,3,الرياض,الرياض,إشبيلية,أرض,land,تجاري,commercial,2,27213900.0,4152.5,,,
2024,3,الرياض,الرياض,إشبيلية,أرض,land,سكني,residential,13,20286796.39,6500.95,2570.92267742301,3574.87,1304.5
2024,3,الرياض,الرياض,إشبيلية,شقة,apartment,سكني,residential,21,15577314.99,3263.66,5155.85422503173,6119.86,3906.12
2024,3,الرياض,الرياض,إشبيلية,فيلا,villa,سكني,residential,46,82744280.42,16700.675,5087.46500013934,7921.97,3061.72839506173
2024,3,الرياض,الرياض,الأندلس,أرض,land,تجاري,commercial,1,2870000.0,700.0,,,
2024,3,الرياض,الرياض,الأندلس,أرض,land,سكني,residential,17,36907512.28,11006.24,3513.57198558126,4400.0,2743.22
2024,3,الرياض,الرياض,الأندلس,شقة,apartment,سكني,residential,20,15342413.0,2602.29,5895.12975471027,6511.22,5288.21
2024,3,الرياض,الرياض,الأندلس,فيلا,villa,سكني,residential,12,17971710.0,3365.92,5517.60789373027,8243.570015388,4800.0
2024,3,الرياض,الرياض,الإزدهار,أرض,land,سكني,residential,2,5050000.0,850.0,,,
2024,3,الرياض,الرياض,الإزدهار,شقة,apartment,سكني,residential,24,24572849.8,2632.0,9449.18470072211,11203.02,8156.27
2024,3,الرياض,الرياض,الإزدهار,فيلا,villa,سكني,residential,17,41623500.0,4113.28,11080.5095032829,12500.0,9037.78
2024,3,الرياض,الرياض,الإسكان,فيلا,villa,سكني,residential,1,830000.0,400.0,,,
2024,3,الرياض,الرياض,البديعة,أرض,land,تجاري,commercial,1,1100000.0,538.89,,,
2024,3,الرياض,الرياض,البديعة,أرض,land,سكني,residential,20,13217370.0,8542.7,1691.47660782822,2107.44,1600.0
2024,3,الرياض,الرياض,البديعة,شقة,apartment,سكني,residential,3,2086724.0,286.42,,,
2024,3,الرياض,الرياض,البديعة,عمارة,building,سكني,residential,3,6080000.0,2751.87,,,
2024,3,الرياض,الرياض,البديعة,فيلا,villa,سكني,residential,10,20920474.0,7807.57,3264.81585647463,5069.76,2800.0
2024,3,الرياض,الرياض,البرية,أرض,land,تجاري,commercial,5,3632307.0,6001.05,,,
2024,3,الرياض,الرياض,البرية,أرض,land,سكني,residential,25,16108032.0,17735.0,1069.56684092606,2608.7,434.78
2024,3,الرياض,الرياض,البرية,شقة,apartment,سكني,residential,1,670000.0,199.55,,,
2024,3,الرياض,الرياض,البرية,فيلا,villa,سكني,residential,3,1750000.0,550.62,,,
2024,3,الرياض,الرياض,البطيحا,أرض,land,سكني,residential,1,650000.0,146.51,,,
2024,3,الرياض,الرياض,البيان,أرض,land,تجاري,commercial,22,90063800.58,32449.035,2867.91806447867,3231.6,2450.0
2024,3,الرياض,الرياض,البيان,أرض,land,سكني,residential,158,246388344.28,93746.4,2618.62009162774,3086.62,2160.0
2024,3,الرياض,الرياض,البيان,شقة,apartment,سكني,residential,39,23465078.0,4743.07,5055.22308093666,6718.58,3855.06
2024,3,الرياض,الرياض,البيان,فيلا,villa,سكني,residential,53,47334245.0,10368.21,4670.13539390172,5229.42,4107.71
2024,3,الرياض,الرياض,التعاون,أرض,land,تجاري,commercial,1,17142857.0,2500.0,,,
2024,3,الرياض,الرياض,التعاون,أرض,land,سكني,residential,3,36088594.53,16305.0,,,
2024,3,الرياض,الرياض,التعاون,شقة,apartment,سكني,residential,10,11065354.0,1454.63,7964.51269663245,9606.21,5509.46
2024,3,الرياض,الرياض,التعاون,فيلا,villa,سكني,residential,3,7970000.0,806.69,,,
2024,3,الرياض,الرياض,الجرادية,أرض,land,سكني,residential,4,1210000.0,1042.32,,,
2024,3,الرياض,الرياض,الجرادية,فيلا,villa,سكني,residential,13,8125467.0,2473.88,3160.70194204866,4194.63,1617.65
2024,3,الرياض,الرياض,الجزيرة,أرض,land,تجاري,commercial,4,13800000.0,4018.0,,,
2024,3,الرياض,الرياض,الجزيرة,أرض,land,سكني,residential,11,19267556.04,4851.2,4350.64380361906,6263.42,2519.74
2024,3,الرياض,الرياض,الجزيرة,شقة,apartment,سكني,residential,2,1818500.0,254.25,,,
2024,3,الرياض,الرياض,الجزيرة,فيلا,villa,سكني,residential,6,7485000.0,2904.0,2396.69421487603,3099.17,2024.79
2024,3,الرياض,الرياض,الجنادرية,أرض,land,تجاري,commercial,69,1113803561.5,1475370.405,1850.22200891592,2000.0,1650.0
2024,3,الرياض,الرياض,الجنادرية,أرض,land,سكني,residential,1134,976529432.86,561989.141,1738.68496975498,1870.0,1640.0
2024,3,الرياض,الرياض,الجنادرية,شقة,apartment,سكني,residential,17,10765274.0,2795.79,4160.61720970916,5036.46,3520.82
2024,3,الرياض,الرياض,الجنادرية,فيلا,villa,سكني,residential,345,332878136.14,115189.967,2437.40126749305,3653.33,2194.44
2024,3,الرياض,الرياض,الحائر,أرض,land,تجاري,commercial,2,1070000.0,1430.0,,,
2024,3,الرياض,الرياض,الحائر,أرض,land,سكني,residential,35,9546000.0,15623.83,475.952439370786,764.16,333.33
2024,3,الرياض,الرياض,الحائر,فيلا,villa,سكني,residential,1,250000.0,156.29,,,
2024,3,الرياض,الرياض,الحزم,أرض,land,تجاري,commercial,10,36785900.0,19222.87,2294.04513051402,4000.0,1470.59
2024,3,الرياض,الرياض,الحزم,أرض,land,سكني,residential,52,56454164.34,31905.81,1782.27935355425,2100.0,1598.67362511069
2024,3,الرياض,الرياض,الحزم,شقة,apartment,سكني,residential,60,33315694.63,9534.51,3462.36579983147,4434.47,2320.42
2024,3,الرياض,الرياض,الحزم,فيلا,villa,سكني,residential,65,67402945.01,17790.293,3948.93056400971,4654.79,3190.13
2024,3,الرياض,الرياض,الحمراء,أرض,land,تجاري,commercial,5,70010824.0,14895.92,,,
2024,3,الرياض,الرياض,الحمراء,أرض,land,سكني,residential,12,43973022.98,9111.6,5180.63453481498,5800.0,2976.19
2024,3,الرياض,الرياض,الحمراء,شقة,apartment,سكني,residential,62,58954774.49,9205.248,6858.49591580891,7329.68,6331.05
2024,3,الرياض,الرياض,الحمراء,فيلا,villa,سكني,residential,26,97723071.0,15164.1,6915.25997424135,8202.83,6122.44897959184
2024,3,الرياض,الرياض,الخالدية,أرض,land,تجاري,commercial,1,400000.0,121.0,,,
2024,3,الرياض,الرياض,الخالدية,أرض,land,سكني,residential,13,10535000.0,5314.3,2026.0559860035,2600.0,1204.82
2024,3,الرياض,الرياض,الخالدية,شقة,apartment,سكني,residential,2,700000.0,251.34,,,
2024,3,الرياض,الرياض,الخالدية,عمارة,building,سكني,residential,1,650000.0,109.25,,,
2024,3,الرياض,الرياض,الخالدية,فيلا,villa,سكني,residential,34,25189227.0,7446.33,3388.69302014488,4062.66,2904.43
2024,3,الرياض,الرياض,الخزامى,أرض,land,تجاري,commercial,28,904443751.89,60460.095,13896.1251372353,16993.45,9702.0
2024,3,الرياض,الرياض,الخزامى,أرض,land,سكني,residential,194,2630849284.01,177319.55,14224.5025895847,15704.34,12396.28
2024,3,الرياض,الرياض,الخزامى,شقة,apartment,سكني,residential,7,10769530.89,898.16,10759.8916621949,11762.23,10527.56
2024,3,الرياض,الرياض,الخزامى,فيلا,villa,سكني,residential,6,50651165.0,5312.35,9694.89592244083,10328.6384976526,8714.6
2024,3,الرياض,الرياض,الخليج,أرض,land,تجاري,commercial,6,22890000.0,7510.0,3417.24137931034,3600.0,3300.0
2024,3,الرياض,الرياض,الخليج,أرض,land,سكني,residential,22,36750081.0,12411.5,3084.47782439185,3960.0,2037.04
2024,3,الرياض,الرياض,الخليج,شقة,apartment,سكني,residential,51,37417753.72,7571.91,5057.53106768744,5358.2711992923,4853.06
2024,3,الرياض,الرياض,الخليج,فيلا,villa,سكني,residential,31,57320341.0,12342.94,4312.60717525037,5925.34070709066,3520.0
2024,3,الرياض,الرياض,الخير,أرض,land,تجاري,commercial,52,182502302.99,77414.41,2846.85271584693,3540.35,2341.67
2024,3,الرياض,الرياض,الخير,أرض,land,سكني,residential,1601,1785591578.22,923370.7746,1894.83795194046,2166.67,1566.67
2024,3,الرياض,الرياض,الخير,فيلا,villa,سكني,residential,1,2100000.0,750.0,,,
2024,3,الرياض,الرياض,الدار البيضاء,أرض,land,تجاري,commercial,29,95486474.0,29724.81,2171.74130718195,3333.33,1583.09
2024,3,الرياض,الرياض,الدار البيضاء,أرض,land,سكني,residential,34,26907385.65,18807.47,1515.90960802923,1700.0,1178.16
2024,3,الرياض,الرياض,الدار البيضاء,شقة,apartment,سكني,residential,107,42170532.99,14093.19,3057.14972681594,3674.0,2409.46
2024,3,الرياض,الرياض,الدار البيضاء,فيلا,villa,سكني,residential,121,97601647.72,30673.795,3259.24902887617,3920.0,2300.0
2024,3,الرياض,الرياض,الدريهمية,أرض,land,سكني,residential,10,12290466.13,4560.82,2247.92340813335,2654.98,1993.51
2024,3,الرياض,الرياض,الدريهمية,شقة,apartment,سكني,residential,10,5426692.75,1609.945,3584.64649464982,3781.19,3198.98
2024,3,الرياض,الرياض,الدريهمية,فيلا,villa,سكني,residential,1,760000.0,150.76,,,
2024,3,الرياض,الرياض,الدفاع,أرض,land,تجاري,commercial,1,1150000.0,1200.0,,,
2024,3,الرياض,الرياض,الدوبية,أرض,land,سكني,residential,3,968000.0,334.64,,,
2024,3,الرياض,الرياض,الديرة,أرض,land,سكني,residential,2,2342341.0,1301.02,,,
2024,3,الرياض,الرياض,الرائد,أرض,land,سكني,residential,5,29300000.0,3818.46,,,
2024,3,الرياض,الرياض,الرائد,شقة,apartment,سكني,residential,23,33118079.65,2974.59,10654.1614403148,12001.01,9029.61
2024,3,الرياض,الرياض,الرائد,فيلا,villa,سكني,residential,4,7399000.0,647.78,,,
2024,3,الرياض,الرياض,الراية,أرض,land,سكني,residential,36,17560000.0,32196.49,529.827691947189,622.222222222222,472.222222222222
2024,3,الرياض,الرياض,الربوة,أرض,land,تجاري,commercial,7,27795519.0,10533.48,3707.56455618069,5581.63,637.34
2024,3,الرياض,الرياض,الربوة,أرض,land,سكني,residential,36,90803051.74,26522.95,3470.03637125553,4000.0,3212.85
2024,3,الرياض,الرياض,الربوة,شقة,apartment,سكني,residential,9,10338645.0,1341.11,7880.5741545689,8139.37,7586.55
2024,3,الرياض,الرياض,الربوة,فيلا,villa,سكني,residential,23,63897025.0,11238.8475,5153.48667263711,7877.32,4566.74
2024,3,الرياض,الرياض,الربيع,أرض,land,تجاري,commercial,3,67364550.0,5928.5,,,
2024,3,الرياض,الرياض,الربيع,أرض,land,سكني,residential,11,48244111.25,10529.52,4958.67627194957,7100.0,2088.24
2024,3,الرياض,الرياض,الربيع,شقة,apartment,سكني,residential,7,13367000.0,1334.43,10117.8873108698,10782.46,9554.28
2024,3,الرياض,الرياض,الربيع,فيلا,villa,سكني,residential,12,41650000.0,3714.44,11705.4414484571,14302.06,7571.42857142857
2024,3,الرياض,الرياض,الرحمانية,أرض,land,تجاري,commercial,3,641902480.0,31424.34,,,
2024,3,الرياض,الرياض,الرحمانية,أرض,land,سكني,residential,1,1161560.72,178.02,,,
2024,3,الرياض,الرياض,الرحمانية,شقة,apartment,سكني,residential,1,1600000.0,100.42,,,
2024,3,الرياض,الرياض,الرحمانية,فيلا,villa,سكني,residential,7,55829400.0,4664.2,10500.67254521,12347.22,8700.0
2024,3,الرياض,الرياض,الرسالة,أرض,land,سكني,residential,26,20105000.0,47768.4,414.150374494192,516.666666666667,330.0
2024,3,الرياض,الرياض,الرفيعة,أرض,land,تجاري,commercial,4,34276680.0,7117.04,,,
2024,3,الرياض,الرياض,الرفيعة,أرض,land,سكني,residential,16,88964903.0,20809.923,4486.7635323972,4500.0,4000.0
2024,3,الرياض,الرياض,الرفيعة,شقة,apartment,سكني,residential,2,1420000.0,199.65,,,
2024,3,الرياض,الرياض,الرفيعة,فيلا,villa,سكني,residential,14,47682331.0,5935.7,7671.45166219223,9226.97,6354.17
2024,3,الرياض,الرياض,الرمال,أرض,land,تجاري,commercial,58,551885645.97,276339.175,2431.72143672428,3600.0,1600.0
2024,3,الرياض,الرياض,الرمال,أرض,land,سكني,residential,178,349129212.16,171177.346,2809.30502046854,3150.0,2572.92
2024,3,الرياض,الرياض,الرمال,شقة,apartment,سكني,residential,442,345177222.83,62840.62,5482.52948014498,6375.74,4476.33
2024,3,الرياض,الرياض,الرمال,فيلا,villa,سكني,residential,440,610782530.65,122893.833,4828.39468174689,6305.95,3500.0
2024,3,الرياض,الرياض,الروابي,أرض,land,تجاري,commercial,5,27242000.0,5535.4,,,
2024,3,الرياض,الرياض,الروابي,أرض,land,سكني,residential,23,45196618.51,11667.84,4156.27651935505,4506.03,4000.0
2024,3,الرياض,الرياض,الروابي,شقة,apartment,سكني,residential,20,20871000.0,3491.49,5874.6544390651,6649.31,5497.56
2024,3,الرياض,الرياض,الروابي,فيلا,villa,سكني,residential,6,13068200.0,2995.32,4319.47069943289,6086.96,3333.33333333333
2024,3,الرياض,الرياض,الروضة,أرض,land,تجاري,commercial,4,11306025.0,2500.03,,,
2024,3,الرياض,الرياض,الروضة,أرض,land,سكني,residential,18,30771552.5,9129.5,3600.87233685623,4000.0,2938.1
2024,3,الرياض,الرياض,الروضة,شقة,apartment,سكني,residential,22,18043275.0,2887.67,6425.10313407703,7403.98,5897.55
2024,3,الرياض,الرياض,الروضة,فيلا,villa,سكني,residential,37,111961750.0,18844.248,5923.98510578969,7307.86407372823,4909.18
2024,3,الرياض,الرياض,الريان,أرض,land,تجاري,commercial,6,75152460.54,30447.42,3002.82917705103,6500.0,2278.11
2024,3,الرياض,الرياض,الريان,أرض,land,سكني,residential,10,45819750.0,8754.075,5135.06839349536,5499.82,4527.78
2024,3,الرياض,الرياض,الريان,شقة,apartment,سكني,residential,38,38157980.07,5063.7,7572.83377105438,8801.27,6563.87
2024,3,الرياض,الرياض,الريان,فيلا,villa,سكني,residential,2,5640000.0,876.77,,,
2024,3,الرياض,الرياض,الزاهر,أرض,land,سكني,residential,231,148141499.0,223007.09,674.162679842724,788.888888888889,555.555555555556
2024,3,الرياض,الرياض,الزاهر,فيلا,villa,سكني,residential,1,620000.0,840.0,,,
2024,3,الرياض,الرياض,الزهراء,أرض,land,تجاري,commercial,1,70000000.0,9500.0,,,
2024,3,الرياض,الرياض,الزهراء,أرض,land,سكني,residential,9,20910750.0,3408.5,4940.33811676823,7241.75,3836.32
2024,3,الرياض,الرياض,الزهرة,أرض,land,تجاري,commercial,11,32257000.0,11160.0,2868.35106382979,4200.0,2000.0
2024,3,الرياض,الرياض,الزهرة,أرض,land,سكني,residential,16,15645099.0,7737.5,1875.02152173913,2000.0,1625.0
2024,3,الرياض,الرياض,الزهرة,شقة,apartment,سكني,residential,31,16064500.0,4283.747,3997.78831191286,4721.87,3566.03
