year,quarter,region,city,district,prop_type,prop_type_en,prop_class,prop_class_en,deed_count,total_price,area_m2,avg_ppm2,max_ppm2,min_ppm2
2024,1,الرياض,الرياض,طيبة,أرض,land,تجاري,commercial,109,532735327.26,636508.41,748.364025764325,970.5,662.47
2024,1,الرياض,الرياض,طيبة,أرض,land,سكني,residential,194,673320921.74,808934.18,816.981059149503,1004.19,657.47
2024,1,الرياض,الرياض,طيبة,شقة,apartment,سكني,residential,6,2780655.0,920.85,3447.16832352361,3508.29,3385.81
2024,1,الرياض,الرياض,طيبة,فيلا,villa,سكني,residential,27,21490287.0,6812.72,3275.5756561414,3720.61,2782.68
2024,1,الرياض,الرياض,ظهرة البديعة,أرض,land,تجاري,commercial,14,31111963.62,9250.0,3409.52380666667,3657.14,2666.67
2024,1,الرياض,الرياض,ظهرة البديعة,أرض,land,سكني,residential,43,47114050.0,21396.5,1874.12638589045,2488.89,1587.3
2024,1,الرياض,الرياض,ظهرة البديعة,شقة,apartment,سكني,residential,8,5177500.0,1200.36,4371.60373415076,4862.68,4109.31
2024,1,الرياض,الرياض,ظهرة البديعة,فيلا,villa,سكني,residential,3,2500000.0,893.02,,,
2024,1,الرياض,الرياض,ظهرة لبن,أرض,land,تجاري,commercial,92,253899376.31,75982.45,2743.25917275692,3500.0,1996.5
2024,1,الرياض,الرياض,ظهرة لبن,أرض,land,سكني,residential,67,76368146.93,38235.0,2060.39188494257,2600.0,1413.33
2024,1,الرياض,الرياض,ظهرة لبن,شقة,apartment,سكني,residential,270,164899890.71,38947.763,4355.28457266769,5382.45,3080.52
2024,1,الرياض,الرياض,ظهرة لبن,فيلا,villa,سكني,residential,152,227093631.28,55325.245,3888.95746915252,5000.0,3200.0
2024,1,الرياض,الرياض,عتيقة,أرض,land,تجاري,commercial,2,2470000.0,455.1,,,
2024,1,الرياض,الرياض,عتيقة,أرض,land,سكني,residential,15,6015728.24,2739.97,2047.1433430598,3257.33,1098.9
2024,1,الرياض,الرياض,عرقة,أرض,land,تجاري,commercial,6,101136250.0,24392.5,4169.98011928429,6800.0,3500.0
2024,1,الرياض,الرياض,عرقة,أرض,land,سكني,residential,20,217887915.75,162381.25,4421.29261762577,6150.0,1493.84
2024,1,الرياض,الرياض,عرقة,شقة,apartment,سكني,residential,20,25046420.0,3040.52,7996.23829796303,8696.52,7621.48
2024,1,الرياض,الرياض,عرقة,فيلا,villa,سكني,residential,15,60025000.0,7512.47,7713.43810547273,9972.08,5316.93
2024,1,الرياض,الرياض,عريض,أرض,land,سكني,residential,877,303028565.99,400335.515,777.877198053293,933.33,646.58
2024,1,الرياض,الرياض,عريض,أرض,land,تجاري,commercial,107,93146963.0,94635.18,967.003930545413,1148.75,766.67
2024,1,الرياض,الرياض,عريض,فيلا,villa,سكني,residential,47,18752000.0,15311.23,1154.99823541936,1255.56,1100.0
2024,1,الرياض,الرياض,عكاظ,أرض,land,تجاري,commercial,12,21156310.83,15761.09,760.464651407348,1493.26,540.0
2024,1,الرياض,الرياض,عكاظ,أرض,land,سكني,residential,98,63434653.87,53128.955,1240.01357330274,1250.0,1150.0
2024,1,الرياض,الرياض,عكاظ,شقة,apartment,سكني,residential,63,29699994.95,10246.45,3058.38117342173,3997.93,2055.05
2024,1,الرياض,الرياض,عكاظ,فيلا,villa,سكني,residential,164,146228151.32,42857.025,3447.98058998037,4070.83,2929.38
2024,1,الرياض,الرياض,عليشة,أرض,land,تجاري,commercial,1,1540000.0,701.4,,,
2024,1,الرياض,الرياض,عليشة,أرض,land,سكني,residential,3,3400700.0,2270.75,,,
2024,1,الرياض,الرياض,عليشة,فيلا,villa,سكني,residential,6,14542000.0,4241.0,2237.43842364532,2300.0,2200.0
2024,1,الرياض,الرياض,غبيرا,أرض,land,تجاري,commercial,3,15120000.0,4820.51,,,
2024,1,الرياض,الرياض,غبيرا,أرض,land,سكني,residential,39,14676858.0,5937.78,2006.28483014528,3000.0,1212.12
2024,1,الرياض,الرياض,غبيرا,عمارة,building,سكني,residential,1,400000.0,120.0,,,
2024,1,الرياض,الرياض,غرناطة,أرض,land,تجاري,commercial,4,116005000.0,29851.7,,,
2024,1,الرياض,الرياض,غرناطة,أرض,land,سكني,residential,7,11598259.38,3732.0,3170.32915121951,4114.29,2509.21
2024,1,الرياض,الرياض,غرناطة,شقة,apartment,سكني,residential,11,9202212.0,1555.57,5637.56236014376,7400.87,3629.13
2024,1,الرياض,الرياض,غرناطة,فيلا,villa,سكني,residential,6,13913000.0,1535.0,9107.98122065728,9120.0,9090.91
2024,1,الرياض,الرياض,قرطبة,أرض,land,تجاري,commercial,13,172945605.78,30747.49,5887.36453646182,6944.44,4700.0
2024,1,الرياض,الرياض,قرطبة,أرض,land,سكني,residential,57,146168228.47,35972.76,4402.89249865424,5500.0,2788.04
2024,1,الرياض,الرياض,قرطبة,شقة,apartment,سكني,residential,186,175374893.45,26489.924,6717.98166048287,7781.59,5742.18
2024,1,الرياض,الرياض,قرطبة,فيلا,villa,سكني,residential,28,65844800.0,8258.17,8103.44860271968,9722.22,6980.0
2024,1,الرياض,الرياض,لبن,أرض,land,زراعي,agricultural,1,7500000.0,5000.0,,,
2024,1,الرياض,الرياض,لبن,أرض,land,تجاري,commercial,20,47551000.0,19192.05,2612.5534583329,3190.48,2000.0
2024,1,الرياض,الرياض,لبن,أرض,land,سكني,residential,16,25179757.61,10920.07,2257.15294117647,3125.0,1823.36
2024,1,الرياض,الرياض,لبن,شقة,apartment,سكني,residential,63,36380223.0,8734.37,4303.19237181646,4831.4,3855.54
2024,1,الرياض,الرياض,لبن,فيلا,villa,سكني,residential,9,18871060.18,3834.828,5094.28608126587,5533.33,4361.87
2024,1,الرياض,الرياض,مطار الملك خالد الدولي,أرض,land,تجاري,commercial,8,8376764.0,2295.15,3991.7017921147,5437.5,3067.35
2024,1,الرياض,الرياض,مطار الملك خالد الدولي,أرض,land,سكني,residential,142,98285157.8,33628.65,2831.15979460334,3260.05,2480.4
2024,1,الرياض,الرياض,معكال,أرض,land,سكني,residential,2,800000.0,455.2,,,
2024,1,الرياض,الرياض,مغرزات,أرض,land,تجاري,commercial,2,15065260.0,1837.97,,,
2024,1,الرياض,الرياض,مغرزات,أرض,land,سكني,residential,7,16925000.0,3815.0,5615.38461538462,6016.0,5000.0
2024,1,الرياض,الرياض,مغرزات,شقة,apartment,سكني,residential,34,35721070.17,4594.64,8036.9101336424,8525.78,7594.59
2024,1,الرياض,الرياض,مغرزات,فيلا,villa,سكني,residential,1,3250000.0,416.73,,,
2024,1,الرياض,الرياض,منفوحة,أرض,land,تجاري,commercial,4,2190000.0,445.78,,,
2024,1,الرياض,الرياض,منفوحة,أرض,land,سكني,residential,95,45963600.0,18301.92,2546.74874308464,3823.28,1361.61
2024,1,الرياض,الرياض,منفوحة,عمارة,building,سكني,residential,3,1580000.0,394.45,,,
2024,1,الرياض,الرياض,منفوحة الجديدة,أرض,land,سكني,residential,32,16426500.0,5447.3,2991.88640973631,4500.0,1845.02
2024,1,الرياض,الرياض,منفوحة الجديدة,عمارة,building,سكني,residential,3,2850000.0,485.35,,,
2024,1,الرياض,الرياض,منفوحة الجديدة,فيلا,villa,سكني,residential,1,350000.0,269.85,,,
2024,1,الرياض,الرياض,نمار,أرض,land,تجاري,commercial,3,14032344.0,7157.64,,,
2024,1,الرياض,الرياض,نمار,أرض,land,سكني,residential,14,14360766.28,12324.42,1050.14294220678,1147.54,1000.0
2024,1,الرياض,الرياض,نمار,شقة,apartment,سكني,residential,17,10470832.0,2972.95,3457.86594975433,3903.51,3008.6
2024,1,الرياض,الرياض,نمار,فيلا,villa,سكني,residential,12,12036900.0,3538.27,3098.71780268325,3896.74,2374.16
2024,1,الرياض,الرياض,هيت,أرض,land,سكني,residential,3,4874200.0,28598.75,,,
2024,2,الرياض,الرياض,أحد,أرض,land,تجاري,commercial,1,903312.5,606.25,,,
2024,2,الرياض,الرياض,أحد,أرض,land,سكني,residential,9,4352000.0,5344.73,1185.51229247166,1400.0,900.0
2024,2,الرياض,الرياض,أحد,شقة,apartment,سكني,residential,3,1334699.6,433.29,,,
2024,2,الرياض,الرياض,أحد,فيلا,villa,سكني,residential,14,12262870.0,4186.62,2837.66272120369,3605.8,2555.56
2024,2,الرياض,الرياض,أم الحمام الشرقي,أرض,land,تجاري,commercial,1,46675000.0,9335.0,,,
2024,2,الرياض,الرياض,أم الحمام الشرقي,أرض,land,سكني,residential,31,59363000.0,9694.68,5839.57889913235,6837.61,3333.33
2024,2,الرياض,الرياض,أم الحمام الشرقي,فيلا,villa,سكني,residential,1,3300000.0,356.75,,,
2024,2,الرياض,الرياض,أم الحمام الغربي,أرض,land,سكني,residential,12,17422413.79,4528.5,3613.23155216285,4100.0,2780.75
2024,2,الرياض,الرياض,أم الحمام الغربي,فيلا,villa,سكني,residential,2,2900000.0,605.66,,,
2024,2,الرياض,الرياض,إشبيلية,أرض,land,تجاري,commercial,7,96671223.0,20193.62,4950.60882276205,6000.0,3149.07
2024,2,الرياض,الرياض,إشبيلية,أرض,land,سكني,residential,27,37480262.32,13849.6,2816.37714154306,3240.0,2611.37
2024,2,الرياض,الرياض,إشبيلية,شقة,apartment,سكني,residential,61,43590169.83,8613.325,5104.97061510766,5705.79,4481.63
2024,2,الرياض,الرياض,إشبيلية,فيلا,villa,سكني,residential,42,71644435.37,14510.688,5666.9542696419,7120.83,3335.33293341332
2024,2,الرياض,الرياض,الأندلس,أرض,land,تجاري,commercial,2,5391625.6,2200.0,,,
2024,2,الرياض,الرياض,الأندلس,أرض,land,سكني,residential,15,31150320.0,8342.09,3816.56453436447,4300.0,3200.0
2024,2,الرياض,الرياض,الأندلس,شقة,apartment,سكني,residential,39,29305258.0,4630.43,6231.98596471686,6579.9,5843.74
2024,2,الرياض,الرياض,الأندلس,فيلا,villa,سكني,residential,16,28251500.0,5693.5,6126.82179529646,7538.1,5066.67
2024,2,الرياض,الرياض,الإزدهار,أرض,land,تجاري,commercial,1,8642500.0,780.0,,,
2024,2,الرياض,الرياض,الإزدهار,أرض,land,سكني,residential,4,11281252.0,2358.87,,,
2024,2,الرياض,الرياض,الإزدهار,شقة,apartment,سكني,residential,19,20538016.0,2357.83,8526.7199096252,9064.27,7965.69
2024,2,الرياض,الرياض,الإزدهار,فيلا,villa,سكني,residential,25,62709654.0,5456.06,12046.3123244133,12916.67,10227.41
2024,2,الرياض,الرياض,البديعة,أرض,land,سكني,residential,5,2030840.0,1117.85,,,
2024,2,الرياض,الرياض,البديعة,عمارة,building,سكني,residential,1,350000.0,108.9,,,
2024,2,الرياض,الرياض,البديعة,فيلا,villa,سكني,residential,5,12629849.73,3644.73,,,
2024,2,الرياض,الرياض,البرية,أرض,land,تجاري,commercial,2,1375000.0,1375.0,,,
2024,2,الرياض,الرياض,البرية,أرض,land,سكني,residential,11,7088000.0,5838.0,1020.0,1031.75,1000.0
2024,2,الرياض,الرياض,البطيحا,أرض,land,سكني,residential,2,5520000.0,1026.65,,,
2024,2,الرياض,الرياض,البيان,أرض,land,تجاري,commercial,21,129927112.58,53553.26,2656.36811181184,3000.0,2155.05
2024,2,الرياض,الرياض,البيان,أرض,land,سكني,residential,146,202557428.61,73299.7675,2570.44543363196,3050.0,2190.0
2024,2,الرياض,الرياض,البيان,شقة,apartment,سكني,residential,25,17139609.0,3432.7,6242.48148498773,7704.11,4684.22
2024,2,الرياض,الرياض,البيان,فيلا,villa,سكني,residential,39,36047777.0,8009.24,4580.93586267184,5207.72,3805.56
2024,2,الرياض,الرياض,التضامن,أرض,land,سكني,residential,1,510000.0,768.0,,,
2024,2,الرياض,الرياض,التعاون,أرض,land,تجاري,commercial,1,16000000.0,1320.0,,,
2024,2,الرياض,الرياض,التعاون,أرض,land,سكني,residential,1,161000.0,450.0,,,
2024,2,الرياض,الرياض,التعاون,شقة,apartment,سكني,residential,9,10643000.0,1434.15,8549.65724877169,9916.72,5855.36
2024,2,الرياض,الرياض,التعاون,فيلا,villa,سكني,residential,3,7750000.0,1010.0,,,
2024,2,الرياض,الرياض,الجرادية,أرض,land,سكني,residential,2,395000.0,275.39,,,
2024,2,الرياض,الرياض,الجرادية,فيلا,villa,سكني,residential,7,4618500.0,1463.66,3387.23818801754,4035.43,2326.39
2024,2,الرياض,الرياض,الجزيرة,أرض,land,تجاري,commercial,2,15414938.0,8375.14,,,
2024,2,الرياض,الرياض,الجزيرة,أرض,land,سكني,residential,12,17657203.0,6046.0,3081.95592286501,3719.01,2685.95
2024,2,الرياض,الرياض,الجزيرة,شقة,apartment,سكني,residential,2,2000000.0,371.75,,,
2024,2,الرياض,الرياض,الجزيرة,فيلا,villa,سكني,residential,10,13239843.0,4840.0,2641.75654269972,3099.17,2066.12
2024,2,الرياض,الرياض,الجنادرية,أرض,land,تجاري,commercial,49,590873322.0,900253.91,1866.36072069943,2000.0,1600.0
2024,2,الرياض,الرياض,الجنادرية,أرض,land,سكني,residential,954,721006479.6,421545.503,1678.26679726581,1850.0,1649.88
2024,2,الرياض,الرياض,الجنادرية,شقة,apartment,سكني,residential,13,7134340.0,1975.13,3943.70257073946,4654.95,3589.53
2024,2,الرياض,الرياض,الجنادرية,فيلا,villa,سكني,residential,463,367795831.23,139325.25,2363.1397552128,4477.33,2199.55
2024,2,الرياض,الرياض,الحائر,أرض,land,تجاري,commercial,6,1288850107.3,42748198.56,378.153022093632,451.52,375.0
2024,2,الرياض,الرياض,الحائر,أرض,land,سكني,residential,33,12361705.0,32197.05,392.567360785624,863.81,238.1
2024,2,الرياض,الرياض,الحائر,فيلا,villa,سكني,residential,2,852178.0,433.54,,,
2024,2,الرياض,الرياض,الحزم,أرض,land,تجاري,commercial,8,45734000.0,14349.88,3094.49286846276,3571.43,2000.0
2024,2,الرياض,الرياض,الحزم,أرض,land,سكني,residential,15,11115342.21,6417.05,1638.32017917702,2000.0,1070.49
2024,2,الرياض,الرياض,الحزم,شقة,apartment,سكني,residential,65,31712701.63,9900.6013,3322.87490550639,4272.45,2276.41
2024,2,الرياض,الرياض,الحزم,فيلا,villa,سكني,residential,82,85145201.21,22010.11,4038.79529604254,4657.5,3527.16
2024,2,الرياض,الرياض,الحمراء,أرض,land,تجاري,commercial,4,30400000.0,3879.69,,,
2024,2,الرياض,الرياض,الحمراء,أرض,land,سكني,residential,13,61159400.0,12816.55,4626.2420241721,5029.83802216539,3393.94
2024,2,الرياض,الرياض,الحمراء,شقة,apartment,سكني,residential,70,68575850.23,10247.287,6588.60563682574,7438.66,4746.81
2024,2,الرياض,الرياض,الحمراء,فيلا,villa,سكني,residential,14,45647022.0,7401.46,6305.63563981513,7400.18,4333.33333333333
2024,2,الرياض,الرياض,الخالدية,أرض,land,تجاري,commercial,5,6075000.0,1868.25,,,
2024,2,الرياض,الرياض,الخالدية,أرض,land,سكني,residential,4,5069999.97,1618.87,,,
2024,2,الرياض,الرياض,الخالدية,فيلا,villa,سكني,residential,9,6381999.0,1846.7,3438.86848424919,3499.52,3260.76
2024,2,الرياض,الرياض,الخزامى,أرض,land,تجاري,commercial,40,1253514720.97,92340.008,12182.581507617,17114.03,8945.81
2024,2,الرياض,الرياض,الخزامى,أرض,land,سكني,residential,262,4094741101.37,299223.7347,12673.1358866401,15569.67,9113.91
2024,2,الرياض,الرياض,الخزامى,شقة,apartment,سكني,residential,125,187024152.21,16934.77,10836.4680557997,12590.23,10465.87
2024,2,الرياض,الرياض,الخزامى,فيلا,villa,سكني,residential,1,6046527.2,500.0,,,
2024,2,الرياض,الرياض,الخليج,أرض,land,تجاري,commercial,5,18824750.0,4917.5,,,
2024,2,الرياض,الرياض,الخليج,أرض,land,سكني,residential,23,42530533.85,15169.37,2999.80667476852,3400.66,2400.0
2024,2,الرياض,الرياض,الخليج,شقة,apartment,سكني,residential,48,34397620.0,6595.31,5105.99522073286,5590.06,4866.97
2024,2,الرياض,الرياض,الخليج,فيلا,villa,سكني,residential,28,50401434.0,12796.51,4465.27674248071,6480.0,3800.0
2024,2,الرياض,الرياض,الخير,أرض,land,تجاري,commercial,53,125890000.0,46945.37,2536.71334748964,3312.5,1976.2
2024,2,الرياض,الرياض,الخير,أرض,land,سكني,residential,954,936720572.86,554124.537,1690.66042140793,1950.26,1443.26650572058
2024,2,الرياض,الرياض,الدار البيضاء,أرض,land,تجاري,commercial,24,94602064.0,70769.95,1810.45467665845,2800.0,1499.23
2024,2,الرياض,الرياض,الدار البيضاء,أرض,land,سكني,residential,26,15064656.98,11910.27,1387.94616750943,1666.67,979.38
2024,2,الرياض,الرياض,الدار البيضاء,شقة,apartment,سكني,residential,103,43179634.9,14682.18,2943.92475997424,3462.95,2392.38
2024,2,الرياض,الرياض,الدار البيضاء,فيلا,villa,سكني,residential,120,92854107.83,32465.645,2978.96991715811,3832.89,2395.83
2024,2,الرياض,الرياض,الدريهمية,أرض,land,تجاري,commercial,1,8000000.0,2487.5,,,
2024,2,الرياض,الرياض,الدريهمية,أرض,land,سكني,residential,8,9889600.0,4230.0,2339.62264150943,3000.0,2000.0
2024,2,الرياض,الرياض,الدريهمية,شقة,apartment,سكني,residential,18,9404817.19,2647.72,3575.41336554517,3773.34,3400.0
2024,2,الرياض,الرياض,الدريهمية,فيلا,villa,سكني,residential,1,635000.0,135.39,,,
2024,2,الرياض,الرياض,الدفاع,أرض,land,سكني,residential,2,2530000.0,2160.0,,,
2024,2,الرياض,الرياض,الديرة,أرض,land,سكني,residential,1,175000.0,56.58,,,
2024,2,الرياض,الرياض,الديرة,عمارة,building,سكني,residential,1,5394350.0,829.9,,,
2024,2,الرياض,الرياض,الديرة,فيلا,villa,سكني,residential,1,300000.0,250.0,,,
2024,2,الرياض,الرياض,الرائد,أرض,land,سكني,residential,10,32380181.92,9195.0,2107.99778159509,7500.0,2.22
2024,2,الرياض,الرياض,الرائد,شقة,apartment,سكني,residential,36,45317743.63,4557.08,9276.42577087215,10995.65,8474.01
2024,2,الرياض,الرياض,الرائد,فيلا,villa,سكني,residential,5,21747780.0,2366.42,,,
2024,2,الرياض,الرياض,الراية,أرض,land,سكني,residential,20,9250000.0,18607.25,499.267578125,537.634408602151,466.666666666667
2024,2,الرياض,الرياض,الربوة,أرض,land,تجاري,commercial,7,96536865.0,15649.8,5975.75972316148,6524.58,4200.0
2024,2,الرياض,الرياض,الربوة,أرض,land,سكني,residential,41,77328632.28,21935.0245,3460.32147160657,3653.98,3279.21
2024,2,الرياض,الرياض,الربوة,شقة,apartment,سكني,residential,6,5616360.0,726.86,7989.05325443787,8112.96,7901.06
2024,2,الرياض,الرياض,الربوة,فيلا,villa,سكني,residential,19,64891500.0,11179.105,5778.41426214869,9371.43,4615.2
2024,2,الرياض,الرياض,الربيع,أرض,land,تجاري,commercial,1,6800000.0,750.0,,,
2024,2,الرياض,الرياض,الربيع,أرض,land,سكني,residential,13,33741502.24,6297.96,3569.0412652955,4814.97,2170.45
2024,2,الرياض,الرياض,الربيع,شقة,apartment,سكني,residential,7,11810000.0,1172.72,9350.70284743319,11098.16,6151.26
2024,2,الرياض,الرياض,الربيع,فيلا,villa,سكني,residential,10,39461638.0,4356.45,8353.21655430949,12401.42,6646.15384615385
2024,2,الرياض,الرياض,الرحمانية,أرض,land,سكني,residential,4,24130000.0,3580.82,,,
2024,2,الرياض,الرياض,الرحمانية,فيلا,villa,سكني,residential,10,53200000.0,4378.01,12819.6158177809,15400.0,11118.59
2024,2,الرياض,الرياض,الرسالة,أرض,land,سكني,residential,13,8620000.0,23316.61,367.672894805637,441.706951976639,341.463414634146
2024,2,الرياض,الرياض,الرفيعة,أرض,land,تجاري,commercial,3,62365727.0,16117.82,,,
2024,2,الرياض,الرياض,الرفيعة,أرض,land,سكني,residential,8,9385875.0,2793.09,3572.31920199501,4200.0,3144.65
2024,2,الرياض,الرياض,الرفيعة,شقة,apartment,سكني,residential,4,3065000.0,303.68,,,
2024,2,الرياض,الرياض,الرفيعة,فيلا,villa,سكني,residential,19,55297666.5,9661.73,6204.02140731732,6462.28,5789.25
2024,2,الرياض,الرياض,الرمال,أرض,land,تجاري,commercial,62,2536825491.7,2060644.605,1986.08921367433,3549.9,1868.45
2024,2,الرياض,الرياض,الرمال,أرض,land,سكني,residential,211,461663626.98,214021.0033,2846.02242479208,3100.0,2400.02
2024,2,الرياض,الرياض,الرمال,شقة,apartment,سكني,residential,242,171735646.31,32427.02,5219.72563250121,6076.3,4416.08
2024,2,الرياض,الرياض,الرمال,فيلا,villa,سكني,residential,306,424318557.5,90235.385,4682.24740394189,6083.62,3660.39
2024,2,الرياض,الرياض,الروابي,أرض,land,تجاري,commercial,5,41800000.0,6435.645,,,
2024,2,الرياض,الرياض,الروابي,أرض,land,سكني,residential,15,33358600.0,8289.41,4052.58805258097,4583.33,3397.75
2024,2,الرياض,الرياض,الروابي,شقة,apartment,سكني,residential,11,9253450.0,1581.723,6247.67083960194,6695.58,5774.95
2024,2,الرياض,الرياض,الروابي,فيلا,villa,سكني,residential,5,8948000.0,1601.87,,,
2024,2,الرياض,الرياض,الروضة,أرض,land,تجاري,commercial,6,75230000.0,16042.0,4374.10071942446,5333.33,4307.69
2024,2,الرياض,الرياض,الروضة,أرض,land,سكني,residential,20,45587296.0,13686.69,3539.55349760212,3888.89,2955.56
2024,2,الرياض,الرياض,الروضة,شقة,apartment,سكني,residential,29,24623750.0,3707.09,6157.48546061993,7411.3,5211.2
2024,2,الرياض,الرياض,الروضة,فيلا,villa,سكني,residential,24,47457872.0,8532.87,5767.60294923302,6555.75,5289.7
2024,2,الرياض,الرياض,الريان,أرض,land,تجاري,commercial,10,192800107.76,48995.7,5279.09841376487,6500.0,4445.3
2024,2,الرياض,الرياض,الريان,أرض,land,سكني,residential,15,38913335.48,8356.37,5031.62853297443,5500.0,4700.0
2024,2,الرياض,الرياض,الريان,شقة,apartment,سكني,residential,48,48775450.09,6262.53,7298.93417679067,8523.34,6551.98
2024,2,الرياض,الرياض,الريان,فيلا,villa,سكني,residential,5,8250000.0,1217.44,,,
2024,2,الرياض,الرياض,الزاهر,أرض,land,سكني,residential,103,68054500.0,103345.86,664.984914896256,763.440860215054,578.703703703704
2024,2,الرياض,الرياض,الزهراء,أرض,land,سكني,residential,7,15208040.0,3230.16,4199.68124721469,4700.0,3759.26
2024,2,الرياض,الرياض,الزهرة,أرض,land,تجاري,commercial,5,9925000.0,3404.0,,,
2024,2,الرياض,الرياض,الزهرة,أرض,land,سكني,residential,15,16549762.55,6995.6,2319.08482240338,4900.0,1660.0
2024,2,الرياض,الرياض,الزهرة,شقة,apartment,سكني,residential,19,10805473.0,2701.46,3719.63934917198,4716.98,3119.39
2024,2,الرياض,الرياض,الزهرة,فيلا,villa,سكني,residential,22,19491674.0,6185.93,4095.83516024913,4501.25,3776.84
2024,2,الرياض,الرياض,السحاب,أرض,land,سكني,residential,63,27419448.0,19224.54,1368.47826086957,1666.67,1300.0
2024,2,الرياض,الرياض,السعادة,أرض,land,تجاري,commercial,5,18353369.0,5579.39,,,
2024,2,الرياض,الرياض,السعادة,أرض,land,سكني,residential,162,147711039.0,52408.84,2566.36918537147,2800.0,2490.8
2024,2,الرياض,الرياض,السعادة,شقة,apartment,سكني,residential,80,62062749.34,13782.47,4454.74253816888,5333.33,4022.23
2024,2,الرياض,الرياض,السعادة,فيلا,villa,سكني,residential,32,28287291.23,6318.8,4591.20674049325,5012.13,4101.33
2024,2,الرياض,الرياض,السلام,أرض,land,تجاري,commercial,6,21912500.0,5116.25,4093.75,4166.67,4000.0
2024,2,الرياض,الرياض,السلام,أرض,land,سكني,residential,18,29234214.14,9723.6,3248.22295881565,3492.06,2700.0
2024,2,الرياض,الرياض,السلام,شقة,apartment,سكني,residential,7,4832500.0,928.06,5707.62786856233,6333.99,5421.83
2024,2,الرياض,الرياض,السلام,فيلا,villa,سكني,residential,8,15835650.0,2988.62,4796.59662110585,6278.78,4307.69
2024,2,الرياض,الرياض,السلي,أرض,land,تجاري,commercial,34,301914188.4,364907.95,1427.44464729052,2111.11,675.0
2024,2,الرياض,الرياض,السلي,أرض,land,سكني,residential,17,41911500.0,18592.97,2209.89138916962,3367.0,1338.89
2024,2,الرياض,الرياض,السلي,شقة,apartment,سكني,residential,5,2726799.0,693.26,,,
2024,2,الرياض,الرياض,السلي,فيلا,villa,سكني,residential,4,4305000.0,1131.62,,,
2024,2,الرياض,الرياض,السليمانية,أرض,land,تجاري,commercial,9,128610000.0,27474.12,8843.53741496599,9600.0,8125.0
2024,2,الرياض,الرياض,السليمانية,أرض,land,سكني,residential,16,69797557.42,14794.51,5355.39769754055,5600.0,5049.65
2024,2,الرياض,الرياض,السليمانية,شقة,apartment,سكني,residential,42,47545810.0,4822.28,9557.82283515628,11032.32,8929.26
2024,2,الرياض,الرياض,السليمانية,فيلا,villa,سكني,residential,37,133983390.0,17334.42,7073.88231724122,9683.96,5920.0
2024,2,الرياض,الرياض,السويدي,أرض,land,تجاري,commercial,8,11668750.0,4741.45,2415.93750505426,2800.0,1998.08
2024,2,الرياض,الرياض,السويدي,أرض,land,سكني,residential,15,8120000.0,7345.25,1265.36074948291,1560.15,820.51
2024,2,الرياض,الرياض,السويدي,شقة,apartment,سكني,residential,19,10594335.18,2823.18,3966.86437509663,4347.23,3363.83
2024,2,الرياض,الرياض,السويدي,فيلا,villa,سكني,residential,64,59407904.57,21766.54,2585.17411852018,4193.97,1638.1
2024,2,الرياض,الرياض,السويدي الغربي,أرض,land,تجاري,commercial,5,9360000.0,3970.0,,,
2024,2,الرياض,الرياض,السويدي الغربي,أرض,land,سكني,residential,20,20278078.44,10950.22,2644.3006878326,4448.0,2051.28
2024,2,الرياض,الرياض,السويدي الغربي,شقة,apartment,سكني,residential,5,2925000.0,732.63,,,
2024,2,الرياض,الرياض,السويدي الغربي,فيلا,villa,سكني,residential,12,16104000.0,6264.83,2627.24567479159,4971.19,2233.33333333333
2024,2,الرياض,الرياض,الشرفية,أرض,land,سكني,residential,4,29102300.0,7855.35,,,
2024,2,الرياض,الرياض,الشعلة,أرض,land,سكني,residential,130,45294000.0,103313.39,444.365706500614,550.0,340.0
2024,2,الرياض,الرياض,الشفا,أرض,land,تجاري,commercial,11,20235666.0,10588.13,1868.13996316759,2166.67,1800.0
2024,2,الرياض,الرياض,الشفا,أرض,land,سكني,residential,44,40481774.5,25232.68,1512.51007590326,1939.39,1198.22
2024,2,الرياض,الرياض,الشفا,شقة,apartment,سكني,residential,12,6587852.77,2088.56,3482.78810556905,3784.48,3113.54
2024,2,الرياض,الرياض,الشفا,فيلا,villa,سكني,residential,61,49737534.74,13345.53,3740.91176322037,4300.93,3333.33
2024,2,الرياض,الرياض,الشميسي,أرض,land,تجاري,commercial,2,700000.0,395.75,,,
2024,2,الرياض,الرياض,الشميسي,أرض,land,سكني,residential,14,1779000.0,1595.82,996.994567102069,1195.79,765.96
2024,2,الرياض,الرياض,الشميسي,شقة,apartment,سكني,residential,1,150000.0,152.7,,,
2024,2,الرياض,الرياض,الشميسي,فيلا,villa,سكني,residential,9,5912000.0,1294.55,4466.15127455077,5383.9,3571.43
2024,2,الرياض,الرياض,الشهداء,أرض,land,تجاري,commercial,2,19925000.0,3150.0,,,
2024,2,الرياض,الرياض,الشهداء,أرض,land,سكني,residential,4,7509000.0,1295.0,,,
2024,2,الرياض,الرياض,الشهداء,شقة,apartment,سكني,residential,22,20697762.0,2902.38,7294.8446381688,7936.66,6584.29
2024,2,الرياض,الرياض,الشهداء,فيلا,villa,سكني,residential,4,14075000.0,1976.0,,,
2024,2,الرياض,الرياض,الصالحية,أرض,land,سكني,residential,3,2090000.0,400.75,,,
2024,2,الرياض,الرياض,الصحافة,أرض,land,تجاري,commercial,8,465662325.0,14411.2,21654.5842217484,24500.0,18000.0
