model,RMSE_log,MAE_log,R2_log,MedAPE_%,within_10%,within_20%,MAE_SAR
XGBoost,0.41274200296177305,0.2692716428323674,0.7947648909762951,17.500080261136713,30.92531008448679,55.28267122056444,236470.8798342179
CatBoost,0.4189505567664202,0.27566939354024883,0.7885440716648349,18.30165899074856,29.55689376235844,53.3952004314219,247200.18558016492
Hedonic OLS,0.47948107883419366,0.3406942376064847,0.7230271057331461,25.57385112488465,21.566600754988315,40.88171849721373,288714.32810708974
